insee;code;city
72208;72320;MONTMIRAIL
72210;72150;MONTREUIL LE HENRI
72214;72260;NAUVAY
72216;72240;NEUVILLALAIS
72217;72190;NEUVILLE SUR SARTHE
72218;72140;NEUVILLETTE EN CHARNIE
72219;72240;NEUVY EN CHAMPAGNE
72222;72260;NOUANS
72231;72250;PARIGNE L EVEQUE
72234;72140;PEZE LE ROBERT
72235;72170;PIACE
72246;72110;PREVELLES
72248;72150;PRUILLE L EGUILLE
72249;72550;LA QUINTE
72251;72260;RENE
72253;72210;ROEZE SUR SARTHE
72260;72230;RUAUDIN
72261;72240;RUILLE EN CHAMPAGNE
72262;72340;RUILLE SUR LOIR
72266;72130;ST AUBIN DE LOCQUENAY
72278;72350;ST DENIS D ORQUES
72280;72700;ST GEORGES DU BOIS
72291;72510;ST JEAN DE LA MOTTE
72298;72440;ST MARS DE LOCQUENAY
72312;72430;ST PIERRE DES BOIS
72314;72150;ST PIERRE DU LOROUER
72322;72320;ST ULPHACE
72327;72360;SARCE
72335;72460;SILLE LE PHILIPPE
72336;72300;SOLESMES
72341;72370;SOULITRE
72353;72320;THELIGNY
72356;72500;THOIRE SUR DINAN
72364;72500;VAAS
72366;72320;VALENNES
72368;72310;VANCE
72369;72360;VERNEIL LE CHETIF
72376;72150;VILLAINES SOUS LUCE
72378;72300;VION
72381;72210;VOIVRES LES LE MANS
72382;72440;VOLNAY
72383;72160;VOUVRAY SUR HUISNE
72386;72530;YVRE L EVEQUE
73006;73210;AIME LA PLAGNE
73006;73210;AIME LA PLAGNE
73008;73100;AIX LES BAINS
73010;73410;ENTRELACS
73010;73410;ENTRELACS
73010;73410;ENTRELACS
73019;73220;ARGENTINE
73024;73260;LES AVANCHERS VALMOREL
73033;73360;LA BAUCHE
73040;73480;BESSANS
73045;73260;LE BOIS
73048;73460;BONVILLARD
73050;73370;BOURDEAU
73074;73660;LA CHAPELLE
73085;73310;CHINDRIEUX
73100;73330;DOMESSIN
73109;73220;EPIERRE
73111;73110;ETABLE
73119;73500;FRENEY
73122;73470;GERBAIX
73124;73200;GILLY SUR ISERE
73147;73170;LOISIEUX
73149;73170;LUCEY
73154;73200;MERCURY
73156;73170;MEYRIEUX TROUET
73187;73260;LA LECHERE
73187;73260;LA LECHERE
73191;73470;NOVALAISE
73194;73140;ORELLE
73202;73200;PLANCHERINE
73212;73220;RANDENS
73214;73240;ROCHEFORT
73220;73220;ST ALBAN D HURTIERES
73221;73130;ST ALBAN DES VILLARDS
73222;73230;ST ALBAN LEYSSE
73224;73130;ST AVRE
73226;73520;ST BERON
73227;73120;ST BON TARENTAISE
73237;73220;ST GEORGES D HURTIERES
73244;73440;ST JEAN DE BELLEVILLE
73248;73300;ST JEAN DE MAURIENNE
73249;73190;ST JEOIRE PRIEURE
73256;73140;ST MARTIN D ARC
73261;73140;ST MICHEL DE MAURIENNE
73263;73100;ST OFFENGE
73273;73310;ST PIERRE DE CURTILLE
73275;73360;ST PIERRE DE GENEBROZ
73285;73700;SEEZ
73289;73110;LA TABLE
73293;73230;THOIRY
73294;73190;LA THUILE
73310;73230;VEREL PRAGONDRAN
73312;73460;VERRENS ARVEY
73329;73420;VOGLANS
74011;74940;ANNECY LE VIEUX
74013;74200;ANTHY SUR LEMAN
13117;13127;VITROLLES
13207;13007;MARSEILLE
13209;13009;MARSEILLE
13210;13010;MARSEILLE
13211;13011;MARSEILLE
13215;13015;MARSEILLE
14016;14430;ANNEBAULT
14022;14960;ASNELLES
14037;14260;MALHERBE SUR AJON
14041;14600;BARNEVILLE LA BERTRAN
14045;14670;BASSENEVILLE
14046;14860;BAVENT
14046;14860;BAVENT
14053;14620;BEAUMAIS
14054;14380;BEAUMESNIL
14059;14910;BENERVILLE SUR MER
14061;14350;SOULEUVRE EN BOCAGE
14061;14350;SOULEUVRE EN BOCAGE
14061;14350;SOULEUVRE EN BOCAGE
14061;14350;SOULEUVRE EN BOCAGE
14061;14350;SOULEUVRE EN BOCAGE
14063;14710;BERNESQ
14070;14430;BEUVRON EN AUGE
14074;14370;BILLY
14079;14910;BLONVILLE SUR MER
14082;14340;LA BOISSIERE
14083;14340;BONNEBOSQ
14093;14430;BRANVILLE
14100;14680;BRETTEVILLE SUR LAIZE
14103;14330;LE BREUIL EN BESSIN
14117;14390;CABOURG
14118;14000;CAEN
14119;14630;CAGNY
14123;14610;CAIRON
14126;14340;CAMBREMER
14128;14260;CAMPANDRE VALCONGRAIN
14136;14230;CARDONVILLE
14138;14330;CARTIGNY L EPINAY
14141;14140;CASTILLON EN AUGE
14147;14290;CERNAY
14149;14270;CESNY AUX VIGNES
14164;14320;CLINCHAMPS SUR ORNE
14174;14770;CONDE EN NORMANDIE
14176;14540;CONTEVILLE
14193;14100;COURTONNE LA MEURDRAC
14201;14340;CREVECOEUR EN AUGE
14209;14400;CROUAY
14212;14480;CULLY
14223;14690;LE DETROIT
14227;14430;DOUVILLE EN AUGE
14231;14340;BEAUFOUR DRUVAL
14238;14800;ENGLESQUEVILLE EN AUGE
14243;14600;EQUEMAUVILLE
14251;14220;ESSON
14261;14130;LE FAULQ
14266;14320;FEUGUEROLLES BULLY
14268;14190;FIERVILLE BRAY
14270;14100;FIRFOL
14275;14610;FONTAINE HENRY
14278;14250;FONTENAY LE PESNEL
14281;14710;FORMIGNY
14284;14700;FOURNEAUX LE VAL
14287;14630;FRENOUVILLE
14289;14700;FRESNE LA MERE
14301;14730;GIBERVILLE
14307;14210;GOUPILLIERES
14308;14430;GOUSTRANVILLE
14312;14450;GRANDCAMP MAISY
14318;14470;GRAYE SUR MER
14320;14220;GRIMBOSQ
14322;14400;GUERON
14328;14850;HEROUVILLETTE
14335;14430;HOTOT EN AUGE
14336;14250;HOTTOT LES BAGUES
14337;14340;LA HOUBLONNIERE
14338;14510;HOULGATE
14342;14230;ISIGNY SUR MER
14352;14380;LANDELLES ET COUPIGNY
14354;14830;LANGRUNE SUR MER
14368;14140;LISORES
14370;14330;LE MOLAY LITTRY
14372;14240;LIVRY
14375;14700;LES LOGES SAULCES
14378;14230;LONGUEVILLE
14382;14710;LOUVIERES
14394;14190;MAIZIERES
14400;14400;LE MANOIR
14405;14700;MARTIGNY SUR L ANTE
14407;14920;MATHIEU
14410;14370;MERY CORBON
14411;14220;MESLAY
14415;14380;LE MESNIL BENOIST
14422;14270;LE MESNIL MAUGER
14425;14140;LE MESNIL SIMON
14426;14130;LE MESNIL SUR BLANGY
14431;14270;MEZIDON CANON
14433;14170;MITTOIS
14435;14100;LES MONCEAUX
14445;14490;MONTFIQUET
14449;14310;MONTS EN BESSIN
12280;12600;THERONDELS
12282;12250;TOURNEMIRE
12286;12400;VABRES L ABBAYE
12289;12220;VALZERGUES
12292;12400;VERSOLS ET LAPEYRE
12293;12720;VEYREAU
12295;12250;VIALA DU PAS DE JAUX
12297;12290;LE VIBAL
13003;13980;ALLEINS
13004;13104;ARLES
13004;13123;ARLES
13004;13129;ARLES
13004;13200;ARLES
13004;13280;ARLES
13006;13930;AUREILLE
13008;13121;AURONS
13022;13260;CASSIS
13026;13220;CHATEAUNEUF LES MARTIGUES
13028;13600;LA CIOTAT
13031;13112;LA DESTROUSSE
13032;13510;EGUILLES
13035;13430;EYGUIERES
13041;13120;GARDANNE
13054;13700;MARIGNANE
13067;13660;ORGON
13069;13330;PELISSANNE
13077;13110;PORT DE BOUC
13079;13114;PUYLOUBIER
13081;13340;ROGNAC
13083;13870;ROGNONAS
13086;13360;ROQUEVAIRE
13090;13100;ST ANTONIN SUR BAYON
13113;13770;VENELLES
13203;13003;MARSEILLE
13206;13006;MARSEILLE
13209;13009;MARSEILLE
13216;13016;MARSEILLE
14004;14710;AIGNERVILLE
14006;14210;AMAYE SUR ORNE
14007;14310;AMAYE SUR SEULLES
14011;14240;ANCTOVILLE
14013;14220;ANGOVILLE
14026;14250;AUDRIEU
14035;14490;BALLEROY SUR DROME
14035;14490;BALLEROY SUR DROME
14038;14480;BANVILLE
14040;14400;BARBEVILLE
14042;14210;BARON SUR ODON
14043;14620;BAROU EN AUGE
14044;14610;BASLY
14061;14350;SOULEUVRE EN BOCAGE
14061;14350;SOULEUVRE EN BOCAGE
14073;14260;LA BIGNE
14075;14370;BISSIERES
14078;14400;BLAY
14080;14690;LE BO
14081;14170;BOISSEY
14084;14260;BONNEMAISON
14091;14430;BOURGEAUVILLE
14111;14250;BUCEELS
14120;14240;CAHAGNES
14121;14490;CAHAGNOLLES
14137;14650;CARPIQUET
14143;14240;CAUMONT L EVENTE
14158;14370;CHICHEBOVILLE
14167;14460;COLOMBELLES
14168;14710;COLOMBIERES
14169;14480;COLOMBIERS SUR SEULLES
14174;14110;CONDE EN NORMANDIE
14174;14110;CONDE EN NORMANDIE
14184;14400;COTTUN
14189;14140;COUPESARTE
14191;14470;COURSEULLES SUR MER
14198;14430;CRESSEVEUILLE
14215;14840;CUVERVILLE
14231;14340;BEAUFOUR DRUVAL
14232;14250;DUCY STE MARGUERITE
14236;14250;ELLON
14237;14630;EMIEVILLE
14246;14850;ESCOVILLE
14248;14220;ESPINS
14266;14320;FEUGUEROLLES BULLY
14276;14190;FONTAINE LE PIN
14285;14340;LE FOURNET
14288;14480;LE FRESNE CAMILLY
14306;14810;GONNEVILLE EN AUGE
14310;14190;GRAINVILLE LANGANNERIE
14325;14880;HERMANVILLE SUR MER
14327;14200;HEROUVILLE ST CLAIR
14329;14430;HEULAND
14355;14480;LANTHEUIL
14366;14100;LISIEUX
14369;14490;LITTEAU
14370;14330;LE MOLAY LITTRY
14371;14140;LIVAROT PAYS D AUGE
14371;14140;LIVAROT PAYS D AUGE
14372;14240;LIVRY
14383;14111;LOUVIGNY
14385;14400;MAGNY EN BESSIN
14387;14270;MAGNY LE FREULE
77167;77126;EGLIGNY
77169;77184;EMERAINVILLE
77172;77940;ESMANS
77175;77166;EVRY GREGY SUR YERRE
77177;77220;FAVIERES
77193;77165;FORFRY
77203;77910;GERMIGNY L EVEQUE
77206;77120;GIREMOUTIERS
77210;77130;LA GRANDE PAROISSE
77215;77220;GRETZ ARMAINVILLIERS
77217;77166;GRISY SUISNES
77219;77580;GUERARD
77226;77850;HERICY
77228;77510;HONDEVILLIERS
77235;77440;JAIGNES
77243;77400;LAGNY SUR MARNE
77245;77148;LAVAL EN BRIE
77246;77171;LECHELLE
77248;77450;LESCHES
77251;77127;LIEUSAINT
77252;77550;LIMOGES FOURCHES
77255;77000;LIVRY SUR SEINE
77262;77560;LOUAN VILLEGRUIS FONTAINE
77264;77540;LUMIGNY NESLES ORMEAUX
77279;77130;MAROLLES SUR SEINE
77280;77440;MARY SUR MARNE
77281;77120;MAUPERTHUIS
77282;77990;MAUREGARD
77296;77550;MOISSY CRAMAYEL
77312;77690;MONTIGNY SUR LOING
77313;77940;MONTMACHOUX
77327;77370;NANGIS
77329;77710;NANTEAU SUR LUNAIN
77330;77100;NANTEUIL LES MEAUX
77332;77230;NANTOUILLET
77335;77124;CHAUCONIN NEUFMONTIERS
77336;77610;NEUFMOUTIERS EN BRIE
77358;77124;PENCHARD
77360;77131;PEZARCHES
77363;77181;LE PIN
77365;77540;LE PLESSIS FEU AUSSOUX
77370;77167;POLIGNY
77377;77220;PRESLES EN BRIE
77383;77370;RAMPILLON
77394;77950;RUBELLES
77401;77260;STE AULDE
77408;77470;ST FIACRE
77409;77130;ST GERMAIN LAVAL
77410;77950;ST GERMAIN LAXIS
77414;77160;ST HILLIERS
77416;77370;ST JUST EN BRIE
77418;77650;ST LOUP DE NAUD
77419;77670;ST MAMMES
77421;77320;ST MARS VIEUX MAISONS
77423;77320;ST MARTIN DES CHAMPS
77425;77630;ST MARTIN EN BIERE
77441;77920;SAMOIS SUR SEINE
77449;77700;SERRIS
77451;77640;SIGNY SIGNETS
77452;77520;SIGY
77458;77460;SOUPPES SUR LOING
77482;77130;VARENNES SUR SEINE
77491;77250;VENEUX LES SABLONS
77492;77510;VERDELOT
77500;77710;VILLEBEON
77505;77470;VILLEMAREUIL
77506;77250;VILLEMER
77509;77154;VILLENEUVE LES BORDES
77512;77510;VILLENEUVE SUR BELLOT
77514;77270;VILLEPARISIS
77522;77114;VILLIERS SUR SEINE
77525;77230;VINANTES
77530;77560;VOULTON
77534;77390;YEBLES
78013;78770;ANDELU
78015;78570;ANDRESY
78031;78930;AUFFREVILLE BRASSEUIL
78048;78550;BAZAINVILLE
78062;78650;BEYNES
78113;78440;BRUEIL EN VEXIN
78125;78720;LA CELLE LES BORDES
78133;78240;CHAMBOURCY
78143;78117;CHATEAUFORT
78147;78270;CHAUFOUR LES BONNIERES
78158;78150;LE CHESNAY
78162;78460;CHOISEL
78193;78720;DAMPIERRE EN YVELINES
78194;78550;DANNEMARIE
78208;78990;ELANCOURT
78230;78410;LA FALAISE
78236;78910;FLEXANVILLE
78239;78520;FOLLAINVILLE DENNEMONT
78245;78200;FONTENAY MAUVOISIN
78246;78440;FONTENAY ST PERE
78251;78112;FOURQUEUX
78265;78890;GARANCIERES
78283;78113;GRANDCHAMP
78291;78930;GUERVILLE
78296;78440;GUITRANCOURT
78314;78440;ISSOU
23231;23290;ST PIERRE DE FURSAC
23232;23460;ST PIERRE BELLEVUE
23241;23190;ST SILVAIN BELLEGARDE
23242;23320;ST SILVAIN MONTAIGUT
23247;23320;ST VAURY
23250;23150;ST YRIEIX LES BOIS
23253;23250;THAURON
23254;23600;TOULX STE CROIX
23257;23120;VALLIERE
23258;23300;VAREILLES
23262;23140;VIGEVILLE
23264;23340;LA VILLEDIEU
24005;24480;ALLES SUR DORDOGNE
24006;24220;ALLAS LES MINES
24007;24600;ALLEMANS
24008;24270;ANGOISSE
24015;24260;AUDRIX
24023;24150;BANEUIL
24026;24330;BASSILLAC
24028;24440;BEAUMONTOIS EN PERIGORD
24028;24440;BEAUMONTOIS EN PERIGORD
24029;24400;BEAUPOUYET
24032;24400;BEAURONNE
24035;24170;PAYS DE BELVES
24035;24170;PAYS DE BELVES
24037;24100;BERGERAC
24039;24550;BESSE
24045;24560;BOISSE
24053;24750;BOULAZAC ISLE MANOIRE
24055;24310;BOURDEILLES
24057;24320;BOURG DES MAISONS
24065;24380;BREUILH
24071;24360;BUSSIERE BADIL
24079;24530;CANTILLAC
24080;24540;CAPDROT
24081;24370;CARLUX
24083;24610;CARSAC DE GURSON
24085;24120;LA CASSAGNE
24087;24220;CASTELS
24088;24150;CAUSE DE CLERANS
24092;24380;CENDRIEUX
24097;24320;CHAMPAGNE ET FONTAINE
24106;24290;LA CHAPELLE AUBAREIL
24111;24300;LA CHAPELLE MONTMOREAU
24116;24120;CHATRES
24120;24390;CHERVEIX CUBAS
24122;24170;CLADECH
24127;24120;COLY
24132;24560;CONNE DE LABARDE
24133;24450;LA COQUILLE
24134;24800;CORGNAC SUR L ISLE
24138;24660;COULOUNIEIX CHAMIERS
24141;24320;COUTURES
24142;24220;COUX ET BIGAROQUE MOUZENS
24157;24190;DOUZILLAC
24167;24500;EYMET
24168;24560;PLAISANCE
24168;24560;PLAISANCE
24172;24620;LES EYZIES DE TAYAC SIREUIL
24172;24620;LES EYZIES DE TAYAC SIREUIL
81022;81500;BANNIERES
81031;81260;LE BEZ
81051;81140;CAHUZAC SUR VERE
81056;81140;CAMPAGNAC
81058;81570;CARBES
81059;81990;CARLUS
81062;81260;FONTRIEU
81067;81150;CESTAYROLS
81068;81640;COMBEFA
81072;81350;CRESPIN
81077;81250;CURVALLE
81083;81540;DURFORT
81089;81340;FAUSSERGUES
81097;81990;FREJAIROLLES
81100;81700;GARREVAQUES
81108;81170;ITZAC
81115;81270;LABASTIDE ROUAIROUX
81125;81330;LACAZE
81128;81210;LACROUZETTE
81131;81150;LAGRAVE
81134;81260;LAMONTELARIE
81144;81380;LESCURE D ALBIGEOIS
81160;81110;MASSAGUEL
81170;81640;MONESTIES
81171;81600;MONTANS
81174;81440;MONTDRAGON
81183;81120;MONT ROC
81187;81300;MOULAYRES
81188;81320;MOULIN MAGE
81189;81470;MOUZENS
81190;81430;MOUZIEYS TEULET
81191;81170;MOUZIEYS PANENS
81195;81710;NAVES
81196;81490;NOAILHAC
81211;81120;POULAN POUZOLS
81217;81140;PUYCELSI
81222;81120;REALMONT
81223;81240;LE RIALET
81228;81800;ROQUEMAURE
81229;81470;ROQUEVIDAL
74014;74300;ARACHES LA FRASSE
74021;74380;ARTHAZ PONT NOTRE DAME
74027;74230;LA BALME DE THUY
74036;74290;BLUFFY
74043;74890;BONS EN CHABLAIS
74048;74890;BRENTHONNE
74050;74420;BURDIGNIN
74056;74400;CHAMONIX MONT BLANC
74059;74800;LA CHAPELLE RAMBAUD
74062;74370;CHARVONNEX
74066;74270;CHAVANNAZ
74072;74210;CHEVALINE
74074;74520;CHEVRIER
74076;74330;CHOISY
74078;74270;CLERMONT
74090;74800;CORNIER
74095;74150;CREMPIGNY BONNEGUETE
74102;74230;DINGY ST CLAIR
74108;74410;DUINGT
74118;74100;ETREMBIERES
74126;74890;FESSY
74131;74270;FRANGY
74133;74240;GAILLARD
74136;74450;LE GRAND BORNAND
74137;74570;GROISY
74151;74150;LORNAY
74153;74380;LUCINGES
74154;74500;LUGRIN
74155;74470;LULLIN
74159;74300;MAGLAND
74161;74150;MARCELLAZ ALBANAIS
74167;74210;VAL DE CHAISE
74168;74270;MARLIOZ
74170;74150;MASSINGY
74180;74140;MESSERY
74185;74560;MONNETIER MORNEX
74193;74560;LA MURAZ
74201;74160;NEYDENS
74204;74370;LES OLLIERES
74208;74190;PASSY
74210;74550;PERRIGNIER
74219;74600;QUINTAL
74220;74930;REIGNIER ESERY
74223;74440;LA RIVIERE ENVERSE
74228;74350;ST BLAISE
74233;74540;ST FELIX
74236;74170;ST GERVAIS LES BAINS
74241;74490;ST JEOIRE EN FAUCIGNY
74244;74800;ST LAURENT
74249;74500;ST PAUL EN CHABLAIS
74252;74300;ST SIGISMOND
74256;74700;SALLANCHES
74257;74270;SALLENOVES
74260;74520;SAVIGNY
74275;74210;TALLOIRES MONTMIN
74279;74500;THOLLON LES MEMISES
74283;74150;THUSY
74285;74910;USINENS
74287;74470;VAILLY
74289;74150;VALLIERES
74290;74660;VALLORCINE
74292;74150;VAULX
74297;74150;VERSONNEX
75102;75002;PARIS
75107;75007;PARIS
75111;75011;PARIS
75113;75013;PARIS
75119;75019;PARIS
75120;75020;PARIS
76001;76190;ALLOUVILLE BELLEFOSSE
76007;76710;ANCEAUMEVILLE
76011;76540;ANCRETTEVILLE SUR MER
76014;76280;ANGERVILLE L ORCHER
76016;76740;ANGLESQUEVILLE LA BRAS LONG
76018;76890;VAL DE SAANE
76020;76480;ANNEVILLE AMBOURVILLE
76028;76390;AUBEGUIMONT
76034;76720;AUFFAY
76041;76190;AUTRETOT
76045;76760;AUZOUVILLE L ESNEVAL
76055;76190;BAONS LE COMTE
76063;76890;BEAUVAL EN CAUX
76065;76870;BEAUSSAULT
76067;76220;BEAUVOIR EN LYONS
76069;76240;BELBEUF
76078;76640;BENNETOT
76084;76450;BERTREVILLE
76085;76590;BERTREVILLE ST OUEN
76091;76450;BEUZEVILLE LA GUERARD
76095;76420;BIHOREL
76111;76160;BOIS L EVEQUE
76117;76790;BORDEAUX ST CLAIR
76131;76530;LA BOUILLE
76132;76760;BOURDAINVILLE
76134;76740;BOURVILLE
76135;76360;BOUVILLE
76136;76730;BRACHY
76142;76220;BREMONTIER MERVAL
76143;76110;BRETTEVILLE DU GRAND CAUX
76146;76750;BUCHY
14452;14620;MORTEAUX COULIBOEUF
14475;14210;NOYERS MISSY
14486;14190;OUILLY LE TESSON
14496;14770;PERIGNY
14498;14700;PERTHEVILLE NERS
14501;14690;PIERREFITTE EN CINGLAIS
14510;14690;LA POMMERAYE
14513;14380;PONT FARCY
14516;14420;POTIGNY
14524;14430;PUTOT EN AUGE
14531;14690;RAPILLY
14538;14540;ROCQUANCOURT
14543;14980;ROTS
14557;14800;ST ARNOULT
14558;14970;ST AUBIN D ARQUENAY
14569;14480;STE CROIX SUR MER
14570;14290;VALORBIQUET
14570;14290;VALORBIQUET
14571;14100;ST DENIS DE MAILLOC
14575;14950;ST ETIENNE LA THILLAYE
14576;14140;VAL DE VIE
14587;14280;ST GERMAIN LA BLANCHE HERBE
14592;14210;STE HONORINE DU FAY
14613;14330;ST MARCOUF
14614;14330;STE MARGUERITE D ELLE
14645;14950;ST PIERRE AZIF
14649;14700;ST PIERRE DU BU
14656;14570;ST REMY
14663;14400;ST VIGOR LE GRAND
14669;14170;SASSY
14688;14170;THIEVILLE
14689;14220;LE HOM
14689;14220;LE HOM
14690;14480;TIERCEVILLE
14697;14170;L OUDON
14697;14170;L OUDON
14697;14170;L OUDON
14697;14170;L OUDON
14697;14170;L OUDON
14699;14800;TOUQUES
14703;14220;TOURNEBU
14706;14130;TOURVILLE EN AUGE
14707;14210;TOURVILLE SUR ODON
14711;14710;TREVIERES
14712;14670;TROARN
14713;14210;TROIS MONTS
14720;14420;USSY
14726;14410;VALDALLIERE
14726;14410;VALDALLIERE
14726;14410;VALDALLIERE
14731;14800;VAUVILLE
14737;14700;VERSAINVILLE
14739;14114;VER SUR MER
14740;14290;LA VESPIERE FRIARDEL
14742;14170;VICQUES
14756;14570;LA VILLETTE
14757;14480;VILLIERS LE SEC
14758;14610;VILLONS LES BUISSONS
14761;14370;VIMONT
14762;14500;VIRE NORMANDIE
14762;14500;VIRE NORMANDIE
14762;14500;VIRE NORMANDIE
14763;14230;VOUILLY
15001;15160;ALLANCHE
15009;15400;APCHON
15013;15500;AURIAC L EGLISE
15016;15250;AYRENS
15018;15700;BARRIAC LES BOSQUETS
15052;15400;COLLANDRES
15054;15190;CONDAT
15057;15150;CROS DE MONTVERT
15066;15380;LE FALGOUX
15074;15130;GIOU DE MAMOU
15075;15310;GIRGOLS
15077;15230;GOURDIEGES
15083;15250;JUSSAC
15084;15120;LABESSERETTE
15085;15130;LABROUSSE
15088;15150;LACAPELLE VIESCAMP
15091;15160;LANDEYRAT
15096;15590;LASCELLE MANDAILLES
15112;15230;MALBO
15117;15220;MARCOLES
15119;15500;MASSIAC
15127;15500;MOLOMPIZE
15129;15190;MONTBOUDIF
15130;15100;MONTCHAMP
15135;15150;MONTVERT
15136;15340;MOURJOU
15137;15380;MOUSSAGES
15142;15260;NEUVEGLISE
15146;15800;PAILHEROLS
15157;15600;QUEZAC
15160;15250;REILHAC
15164;15100;ROFFIAC
15165;15150;ROUFFIAC
15167;15600;ROUZIERS
15179;15140;ST CIRGUES DE MALBERT
15184;15600;ST ETIENNE DE MAURS
15185;15400;ST ETIENNE DE CHOMEIL
14389;14310;MAISONCELLES PELVEY
14409;14810;MERVILLE FRANCEVILLE PLAGE
14419;14100;LE MESNIL EUDES
14421;14100;LE MESNIL GUILLAUME
14422;14270;LE MESNIL MAUGER
14436;14400;MONCEAUX EN BESSIN
14437;14120;MONDEVILLE
14457;14620;LES MOUTIERS EN AUGE
14462;14230;NEUILLY LA FORET
14468;14490;NORON LA POTERIE
14473;14340;NOTRE DAME DE LIVAYE
14474;14340;NOTRE DAME D ESTREES CORBON
14480;14230;OSMANVILLE
14491;14310;PARFOURU SUR ODON
14494;14160;PERIERS EN AUGE
14499;14390;PETIVILLE
14500;14130;PIERREFITTE EN AUGE
14502;14690;PIERREPONT
14504;14590;LE PIN
14506;14490;PLANQUERY
14515;14520;PORT EN BESSIN HUPPAIN
14527;14270;BIEVILLE QUETIEVILLE
14534;14130;REUX
14542;14740;ROSEL
14543;14740;ROTS
14546;14190;ROUVRES
14563;14130;ST BENOIT D HEBERTOT
14574;14100;ST DESIR
14576;14140;VAL DE VIE
14576;14140;VAL DE VIE
14576;14140;VAL DE VIE
14577;14480;ST GABRIEL BRECY
14579;14310;SEULLINE
14582;14100;ST GERMAIN DE LIVET
14595;14100;ST JEAN DE LIVET
14601;14130;ST JULIEN SUR CALONNE
14607;14310;ST LOUET SUR SEULLES
14610;14740;ST MANVIEU NORREY
14622;14710;ST MARTIN DE BLAGNY
14625;14100;ST MARTIN DE LA LIEUE
14626;14100;ST MARTIN DE MAILLOC
14627;14700;ST MARTIN DE MIEUX
14635;14220;ST OMER
14646;14700;ST PIERRE CANIVET
14650;14260;ST PIERRE DU FRESNE
14652;14450;ST PIERRE DU MONT
14661;14250;ST VAAST SUR SEULLES
14666;14940;SANNERVILLE
14668;14330;SAONNET
14675;14540;SOLIERS
14678;14420;SOUMONT ST QUENTIN
14687;14130;LE THEIL EN AUGE
14692;14250;TILLY SUR SEULLES
14694;14130;LE TORQUESNE
14697;14170;L OUDON
14701;14800;TOURGEVILLE
14702;14310;TOURNAY SUR ODON
14712;14670;TROARN
14723;14340;VALSEME
14726;14350;VALDALLIERE
14726;14410;VALDALLIERE
14726;14410;VALDALLIERE
14729;14170;VAUDELOGES
14735;14170;VENDEUVRE
14740;14290;LA VESPIERE FRIARDEL
14741;14570;LE VEY
14743;14430;VICTOT PONTFOL
14744;14400;VIENNE EN BESSIN
14747;14930;VIEUX
14753;14420;VILLERS CANIVET
14762;14500;VIRE NORMANDIE
15003;15700;ALLY
15011;15150;ARNAC
15020;15270;BEAULIEU
15027;15340;CALVINET
15032;15500;CELOUX
15034;15320;CHALIERS
15035;15170;CHALINARGUES
15038;15270;CHAMPS SUR TARENTAINE MARCHAL
15041;15300;LA CHAPELLE D ALAGNON
15050;15400;LE CLAUX
15055;15100;COREN
15059;15430;CUSSAC
15061;15300;DIENNE
15063;15140;DRUGEAC
15064;15700;ESCORAILLES
15097;15500;LASTIC
15100;15300;LAVEISSENET
15101;15300;LAVEISSIERE
15101;15300;LAVEISSIERE
15108;15320;VAL D ARCOMIE
15108;15320;VAL D ARCOMIE
15111;15210;MADIC
15113;15590;MANDAILLES ST JULIEN
15120;15200;MAURIAC
15124;15400;MENET
15126;15500;MOLEDES
15144;15290;OMPS
15149;15230;PAULHENC
15153;15700;PLEAUX
78317;78440;JAMBVILLE
78322;78350;JOUY EN JOSAS
78325;78580;JUMEAUVILLE
78327;78820;JUZIERS
78356;78114;MAGNY LES HAMEAUX
78358;78600;MAISONS LAFFITTE
78389;78490;MERE
78396;78600;LE MESNIL LE ROI
78407;78125;MITTAINVILLE
78440;78130;LES MUREAUX
78484;78200;PERDREAUVILLE
78502;78560;LE PORT MARLY
78505;78910;PRUNAY LE TEMPLE
78506;78660;PRUNAY EN YVELINES
78506;78660;PRUNAY EN YVELINES
78517;78120;RAMBOUILLET
78520;78550;RICHEBOURG
78524;78150;ROCQUENCOURT
78528;78270;ROLLEBOISE
78550;78640;ST GERMAIN DE LA GRANGE
78551;78100;ST GERMAIN EN LAYE
78559;78980;ST ILLIERS LE BOIS
78562;78610;ST LEGER EN YVELINES
78575;78470;ST REMY LES CHEVREUSE
78575;78470;ST REMY LES CHEVREUSE
78590;78720;SENLISSE
78605;78910;TACOIGNIERES
78621;78190;TRAPPES
78623;78490;LE TREMBLAY SUR MAULDRE
78638;78740;VAUX SUR SEINE
78643;78540;VERNOUILLET
78655;78125;VIEILLE EGLISE EN YVELINES
78668;78270;LA VILLENEUVE EN CHEVRIE
78688;78960;VOISINS LE BRETONNEUX
79005;79600;AIRVAULT
79007;79130;ALLONNE
79009;79210;AMURE
79013;79150;ARGENTONAY
79023;79800;AVON
79030;79370;BEAUSSAIS VITRE
79046;79210;LE BOURDET
79047;79600;BOUSSAIS
79048;79260;LA CRECHE
79049;79300;BRESSUIRE
79058;79230;BRULAIN
79061;79370;CELLES SUR BELLE
79066;79220;CHAMPDENIERS ST DENIS
79069;79320;CHANTELOUP
79070;79220;LA CHAPELLE BATON
79077;79160;LA CHAPELLE THIREUIL
79078;79360;PRISSE LA CHARRIERE
79078;79360;PRISSE LA CHARRIERE
79079;79700;MAULEON
79101;79160;COULONGES SUR L AUTIZE
79105;79340;COUTIERES
